epoch,train_image_loss,valid_image_loss,train_image_f1_score,valid_image_f1_score
27,0.0021375622600317,0.007524346001446247,0.8738484787343456,0.7161460149542621
28,0.002038203878328204,0.008175722323358059,0.877484215356349,0.7100735860442839
29,0.0014544259756803513,0.009421003982424736,0.8799473918545442,0.71458074396443
30,0.001214276417158544,0.009167644195258617,0.8810987856898728,0.7097656493180113
31,0.0026869140565395355,0.007474174257367849,0.8827090518403738,0.7098460088922302
32,0.0010883560171350837,0.006483729463070631,0.881238180734598,0.7029327721914446
33,0.0013133343309164047,0.007162644062191248,0.8846903959591532,0.7162946018118252
34,0.0014475209172815084,0.0076597267761826515,0.8851658697866472,0.7011396096527619
35,0.0018925606273114681,0.010218055918812752,0.8843570054255205,0.7057565117053323
36,0.0011079430114477873,0.00940378475934267,0.8875185055203165,0.7108120044887998
37,0.0007652268395759165,0.009688085876405239,0.8899807993218284,0.7174141697474737
38,0.0014322816859930754,0.007059887051582336,0.8917155478033827,0.7108161132613368
39,0.0027608263771981,0.006895098369568586,0.892147938724337,0.7077719327149644
40,0.0008885102579370141,0.009098944254219532,0.8932099089842416,0.7133682274181499
41,0.0009874243987724185,0.005246827378869057,0.8934000500401365,0.7178516053909002
42,0.0021095958072692156,0.006098418030887842,0.894190513040248,0.7172847942310121
43,0.0012692504096776247,0.009124001488089561,0.894605619040556,0.7109316549890706
44,0.0007627175655215979,0.007224574219435453,0.8929301578640988,0.7099668013325751
45,0.0019792853854596615,0.0062681990675628185,0.8935959237616813,0.7069000344047927
46,0.0009783904533833265,0.006459690630435944,0.8888169081863088,0.7129171858813582
47,0.001763064879924059,0.006019692402333021,0.8662822552831692,0.7004648693050848
48,0.0023963022977113724,0.008291837759315968,0.8388387152415495,0.7028201172791219
49,0.0019106166437268257,0.005816179793328047,0.8713891014567343,0.710046595608507
50,0.0014057904481887817,0.006087325047701597,0.8901341997984561,0.7213662930118873
51,0.0010105700930580497,0.007101838476955891,0.8967603275114491,0.7207971408951178
52,0.0005527290049940348,0.00643967604264617,0.899570581284348,0.722122490393329
53,0.0005613295361399651,0.007151946425437927,0.9011158674024066,0.7244624218859685
54,0.0004148374719079584,0.006765043828636408,0.9018214806314087,0.7255653401074874
55,0.0005115392268635333,0.0057326629757881165,0.902188019593151,0.722975148613434
56,0.0016988489078357816,0.006645306944847107,0.9021621076555519,0.7204714020103754
57,0.0006612424040213227,0.006888099946081638,0.9021761538956226,0.720555690603676
58,0.0005981494905427098,0.006387169007211924,0.9023178350451934,0.7215308888058274
59,0.000754080421756953,0.007601243443787098,0.9028255647604715,0.7229255259681474
60,0.0005853425827808678,0.007472487632185221,0.9028222092601836,0.7220489652188296
61,0.0007243682630360126,0.006334164645522833,0.9028756500963029,0.7222358764004079
62,0.001823432045057416,0.007784840650856495,0.9024964879244992,0.7183552959584613
63,0.0007401525508612394,0.012283696793019772,0.9020441666572473,0.7224589732183763
64,0.0005525897722691298,0.005712784826755524,0.9024720981704771,0.7185572772585993
65,0.0004339003353379667,0.006349396891891956,0.9027775537347095,0.7221909639046746
66,0.00034729880280792713,0.009212866425514221,0.9029450188135713,0.7196108083828666
67,0.0002883065026253462,0.010119748301804066,0.9026184378149776,0.7193677636995014
68,0.0002948204637505114,0.010355009697377682,0.9029632348092489,0.7182911260700701
69,0.00034766062162816525,0.007990226149559021,0.9017500760283548,0.7192502310328667
70,0.0011237410362809896,0.006639412138611078,0.8973832766205151,0.7066137400044159
71,0.0035095014609396458,0.00677002826705575,0.8570202788318229,0.68660683974627
72,0.001430345932021737,0.00781728234142065,0.8332344142002814,0.6980576202803238
73,0.0008287117816507816,0.009147057309746742,0.8781241249894719,0.7198019457576396
74,0.000841398723423481,0.005231385584920645,0.8948650378985253,0.7185781343772507
75,0.0013747208286076784,0.00753274280577898,0.9012898442076818,0.7218407441294712
76,0.0001935522595886141,0.006985045969486237,0.9037472717874695,0.7236947488026296
77,0.0002917140955105424,0.006158566102385521,0.9043368681378091,0.7237019062178821
78,0.00016043370123952627,0.009051199071109295,0.9047645599423821,0.7194831382312361
79,0.00039951485814526677,0.00648619094863534,0.9049262391297902,0.7216982727940967
80,0.00041109335143119097,0.00793681014329195,0.9049817890434818,0.7204456716649434
81,0.00015621907368768007,0.00676198024302721,0.904762372609651,0.7222123404763333
82,0.0002421766985207796,0.006474262569099665,0.9046955382929968,0.7225048709548348
83,0.0009699900983832777,0.008991332724690437,0.9047506070444635,0.7229425127270689
84,0.00012714971671812236,0.005584916565567255,0.904785593935124,0.7208408111575539
85,0.0010895460145547986,0.0069513446651399136,0.9048099322214739,0.722503108836127
86,0.00018789144814945757,0.007002905011177063,0.9047301094817314,0.720672136999999
87,7.403407653328031e-05,0.005215452518314123,0.9046383858498606,0.7236250547074444
88,0.00020299103925935924,0.008483772166073322,0.9047362680299931,0.720694772208617
89,0.00028881480102427304,0.01005864143371582,0.9046279477782262,0.7206020889566164
90,0.0003249676083214581,0.008514153771102428,0.9046815537052513,0.7222183469634479
91,0.00010943847155431286,0.007567632477730513,0.9044487875555083,0.7220708394827795
92,0.0011517595266923308,0.007282762322574854,0.9047144811069345,0.7219762076358004
93,9.09640803001821e-05,0.006539835128933191,0.9045271993563269,0.721446891471394
94,0.00012069244985468686,0.009359085932374,0.9046993162369793,0.7193695861337908
95,0.00010535767069086432,0.006873135454952717,0.9044490670670401,0.7240388816589217
96,0.0001800427125999704,0.008011206984519958,0.9044331356850599,0.7229268723184805
97,0.00012262596283107996,0.0065402137115597725,0.9042740192576986,0.7205808074388673
98,0.0001297552662435919,0.007779467385262251,0.9040903568483932,0.7203994749004906
99,0.00028327229665592313,0.00565280532464385,0.9027492514332696,0.714965070847996
100,0.004253339022397995,0.006168928928673267,0.8492136891304084,0.671821457834916
